,year,round,circuit_name,circuit_country,driver_id,lap_number,estimated_horsepower,car_weight,track_temperature,driving_aggression,fuel_load_percent,lap_time_sec,tire_compound_hard,tire_compound_medium,tire_compound_soft
17,2010,1,0,0,17,1,0.40562248995983935,0.7070707070707071,0.4166666666666667,0.14868731592406864,0.7579085849803081,138.573,False,False,True
18,2010,1,0,0,18,1,0.3453815261044177,0.8181818181818182,0.8333333333333334,0.5830082333566647,0.7254691465666109,139.114,False,False,True
19,2010,1,0,0,19,1,0.37349397590361444,0.898989898989899,0.0,0.37938924852872724,0.33658867910043194,139.666,False,False,True
20,2010,1,0,0,20,1,0.606425702811245,0.47474747474747475,0.4583333333333333,0.2641895551897161,0.7175028052826817,140.006,False,False,True
21,2010,1,0,0,21,1,0.7469879518072289,0.20202020202020202,0.16666666666666666,0.7618825405996908,0.12442386565469454,144.476,False,True,False
22,2010,1,0,0,22,1,0.3253012048192771,0.7777777777777778,0.8333333333333334,0.9264824488962253,0.6011996672595896,147.75,False,True,False
23,2010,1,0,0,23,1,0.2289156626506024,1.0,0.08333333333333333,0.6479788977236354,0.4923872464826113,154.479,False,False,True
24,2010,1,0,0,0,2,0.4979919678714859,0.9090909090909091,0.6666666666666666,0.7736650118916643,0.5271680953760914,122.517,False,False,True
25,2010,1,0,0,1,2,0.6224899598393574,0.010101010101010102,0.625,0.27382527221135955,0.7623133022797157,122.72,False,True,False
26,2010,1,0,0,2,2,0.23694779116465864,0.7878787878787878,0.7916666666666666,0.4197568946236415,0.1475196581385286,123.196,False,True,False
27,2010,1,0,0,3,2,0.7710843373493976,0.010101010101010102,0.16666666666666666,0.9697965589834417,0.954934876850316,123.507,True,False,False
28,2010,1,0,0,4,2,0.17670682730923695,0.9696969696969697,0.375,0.9610175812515291,0.2375572688141558,123.578,False,False,True
29,2010,1,0,0,5,2,0.7710843373493976,0.31313131313131315,1.0,0.18373330798016974,0.48916994876166503,124.376,True,False,False
30,2010,1,0,0,6,2,0.570281124497992,0.30303030303030304,0.9583333333333334,0.10695672065489076,0.08201021247908229,124.661,False,True,False
31,2010,1,0,0,7,2,0.4939759036144578,0.35353535353535354,0.4583333333333333,0.5482064734126603,0.5590192505310021,124.853,True,False,False
32,2010,1,0,0,8,2,0.5140562248995983,0.5757575757575758,0.875,0.2817036443739117,0.9544260201756787,125.534,True,False,False
33,2010,1,0,0,9,2,0.2570281124497992,0.5757575757575758,0.9166666666666666,0.18132102321279683,0.06862203565658698,125.349,False,True,False
34,2010,1,0,0,10,2,0.678714859437751,0.04040404040404041,1.0,0.6671091089757507,0.3420961467495423,125.871,False,True,False
35,2010,1,0,0,11,2,0.5220883534136547,0.18181818181818182,0.25,0.4891867388269827,0.016562354461933843,125.788,False,False,True
36,2010,1,0,0,12,2,0.8152610441767069,0.6363636363636364,1.0,0.3600551146852964,0.8923427759212346,126.082,True,False,False
37,2010,1,0,0,13,2,0.7108433734939759,0.5353535353535354,0.5833333333333334,0.47699073259533326,0.0861834708993909,125.474,True,False,False
38,2010,1,0,0,14,2,0.8473895582329317,0.6868686868686869,0.25,0.17267569284863726,0.19680094459286143,125.417,True,False,False
39,2010,1,0,0,16,2,0.7991967871485943,0.5757575757575758,0.25,0.6067125467946579,0.10511559984130098,125.728,False,False,True
40,2010,1,0,0,15,2,0.20080321285140562,0.8686868686868687,0.4583333333333333,0.5898898730008887,0.3260847374121972,128.155,True,False,False
41,2010,1,0,0,20,2,0.27309236947791166,0.32323232323232326,0.125,0.6142682285502107,0.13985209952539665,126.279,False,False,True
42,2010,1,0,0,17,2,0.6184738955823293,0.29292929292929293,0.7916666666666666,0.4954467851247645,0.24406209801713255,128.234,True,False,False
43,2010,1,0,0,18,2,0.24899598393574296,0.8484848484848485,0.4166666666666667,0.5918025939909699,0.27586125809842776,129.361,False,False,True
44,2010,1,0,0,21,2,0.6465863453815262,0.21212121212121213,0.3333333333333333,0.11969903378535628,0.037317735423794886,125.478,False,True,False
45,2010,1,0,0,19,2,0.03614457831325301,0.7474747474747475,0.08333333333333333,0.3718540719228857,0.9200240081566747,130.511,False,True,False
46,2010,1,0,0,22,2,0.10843373493975904,0.8080808080808081,0.08333333333333333,0.5240076398183494,0.5348197235932743,131.104,True,False,False
47,2010,1,0,0,0,3,0.5783132530120482,0.06060606060606061,0.6666666666666666,0.6923717081775786,0.688486231935065,122.969,False,False,True
48,2010,1,0,0,1,3,0.8594377510040161,0.3939393939393939,0.08333333333333333,0.22468006708684005,0.26400411338831,123.046,False,False,True
49,2010,1,0,0,2,3,0.0321285140562249,0.1414141414141414,0.9583333333333334,0.5017311435056419,0.10417813214881347,122.825,True,False,False
50,2010,1,0,0,3,3,0.3815261044176707,0.6767676767676768,0.4583333333333333,0.7552198575172792,0.4049005100283096,123.519,False,True,False
51,2010,1,0,0,4,3,0.9799196787148594,0.2727272727272727,0.75,0.156487190884923,0.7109029150049607,123.722,True,False,False
52,2010,1,0,0,5,3,0.27710843373493976,0.8080808080808081,0.20833333333333334,0.4865412013462982,0.17692693153106445,123.818,False,True,False
53,2010,1,0,0,6,3,0.40160642570281124,0.2828282828282828,0.041666666666666664,0.6926625379498909,0.6889761828584958,123.692,True,False,False
54,2010,1,0,0,7,3,0.8192771084337349,0.797979797979798,0.2916666666666667,0.4824138184879057,0.5542409474966729,124.279,False,False,True
55,2010,1,0,0,8,3,0.8072289156626506,0.41414141414141414,0.8333333333333334,0.3728364327784528,0.49379104583056443,124.589,False,False,True
56,2010,1,0,0,9,3,0.8473895582329317,0.13131313131313133,0.5416666666666666,0.8830648369035732,0.0208029913555312,124.856,True,False,False
57,2010,1,0,0,10,3,0.7550200803212851,0.6161616161616161,0.125,0.07529206423433761,0.3751104308384718,125.04,False,False,True
58,2010,1,0,0,11,3,0.5542168674698795,0.494949494949495,0.5833333333333334,0.7754557920577756,0.001954950060316795,126.058,True,False,False
59,2010,1,0,0,13,3,0.6104417670682731,0.40404040404040403,0.5,0.9663451213514807,0.754544362736689,125.862,False,False,True
60,2010,1,0,0,14,3,0.8875502008032129,0.5353535353535354,0.9166666666666666,0.9949796249758859,0.7222797073005129,126.366,False,False,True
61,2010,1,0,0,16,3,0.2248995983935743,0.16161616161616163,0.875,0.2185595275614546,0.003101569882314382,124.707,True,False,False
62,2010,1,0,0,20,3,0.3614457831325301,0.20202020202020202,0.16666666666666666,0.26406738542280317,0.3329603651311269,124.239,False,True,False
63,2010,1,0,0,15,3,0.7028112449799196,0.5959595959595959,1.0,0.05988026653610962,0.3688633321566454,128.329,False,False,True
64,2010,1,0,0,17,3,0.2570281124497992,0.15151515151515152,0.125,0.2679066858300056,0.35773960637933444,128.05,True,False,False
65,2010,1,0,0,21,3,0.37751004016064255,0.8383838383838383,0.5833333333333334,0.09106902933452866,0.9337041455014786,125.255,False,True,False
66,2010,1,0,0,19,3,0.2570281124497992,0.7575757575757576,0.375,0.3390230461374339,0.34937033682788043,130.784,True,False,False
67,2010,1,0,0,12,3,0.5060240963855421,0.6565656565656566,0.75,0.6611958995886096,0.19458496481577997,146.097,False,True,False
68,2010,1,0,0,22,3,0.04417670682730924,0.7474747474747475,0.375,0.09551215007517799,0.2637126230255917,131.175,False,True,False
69,2010,1,0,0,0,4,0.7791164658634538,0.9292929292929293,0.625,0.1860753102703226,0.676697348475893,122.723,False,False,True
70,2010,1,0,0,1,4,0.5622489959839357,0.696969696969697,0.7916666666666666,0.40441886550962713,0.7599678036433143,122.781,False,False,True
71,2010,1,0,0,2,4,0.3654618473895582,0.31313131313131315,0.875,0.931404209434605,0.6336712208131589,123.146,True,False,False
72,2010,1,0,0,3,4,0.25301204819277107,0.898989898989899,0.9166666666666666,0.1478811694747902,0.3606030283188132,123.682,False,False,True
73,2010,1,0,0,4,4,0.0642570281124498,0.6161616161616161,0.75,0.2782908731323449,0.5876226553948611,123.558,True,False,False
74,2010,1,0,0,5,4,0.4738955823293173,0.9191919191919192,0.25,0.2283979823313663,0.21525385795207472,123.893,False,True,False
75,2010,1,0,0,6,4,0.020080321285140562,0.0,0.0,0.1485989820859464,0.27520131879531756,124.504,False,True,False
76,2010,1,0,0,7,4,0.963855421686747,0.9797979797979798,0.0,0.22488158535717914,0.9217622431856487,124.154,False,False,True
77,2010,1,0,0,8,4,0.0,0.0,0.5416666666666666,0.06396681789824935,0.5327419494300736,124.351,True,False,False
78,2010,1,0,0,9,4,0.27710843373493976,0.09090909090909091,1.0,0.7474651793665922,0.5091782242853243,124.713,False,False,True
79,2010,1,0,0,10,4,0.11244979919678715,0.04040404040404041,0.9166666666666666,0.40616069313191716,0.8651230168003574,124.862,True,False,False
80,2010,1,0,0,11,4,0.9598393574297188,0.5252525252525253,0.9583333333333334,0.09525690117815505,0.9958968516538089,125.044,False,True,False
81,2010,1,0,0,13,4,0.8313253012048193,0.3333333333333333,0.9166666666666666,0.7798732871738706,0.714701243401759,125.293,True,False,False
82,2010,1,0,0,14,4,0.2891566265060241,0.494949494949495,0.8333333333333334,0.11185633331001539,0.9882931397664078,125.144,False,True,False
83,2010,1,0,0,16,4,0.7550200803212851,0.3333333333333333,0.9583333333333334,0.8127686557987639,0.01874205619371938,124.893,False,False,True
84,2010,1,0,0,20,4,0.7751004016064257,0.8888888888888888,0.125,0.05021991343027248,0.9173025319136398,124.81,False,False,True
85,2010,1,0,0,15,4,0.008032128514056224,0.5656565656565656,0.5416666666666666,0.9920766021960847,0.10795381901754664,127.987,False,False,True
86,2010,1,0,0,21,4,0.2289156626506024,0.5454545454545454,0.9166666666666666,0.44282726650781234,0.47395591248876034,126.93,False,True,False
87,2010,1,0,0,17,4,0.8313253012048193,0.20202020202020202,0.875,0.22718853844778011,0.26835519569076344,128.328,True,False,False
88,2010,1,0,0,19,4,0.3172690763052209,0.23232323232323232,0.9166666666666666,0.7846541735938682,0.3362099010638939,127.475,False,False,True
89,2010,1,0,0,22,4,0.3293172690763052,0.1414141414141414,0.25,0.4484859160079675,0.6392833277138902,130.637,True,False,False
90,2010,1,0,0,12,4,0.20883534136546184,0.898989898989899,0.125,0.7218394607560282,0.5433067224190511,145.516,False,False,True
91,2010,1,0,0,0,5,0.9116465863453815,0.020202020202020204,0.75,0.8207264772957519,0.17939462671708248,122.858,False,True,False
92,2010,1,0,0,1,5,0.1285140562248996,0.13131313131313133,0.6666666666666666,0.9259844755834089,0.17378286179014507,122.64,False,True,False
93,2010,1,0,0,2,5,0.020080321285140562,0.7070707070707071,0.875,0.768434372199542,0.28449906848770945,122.675,False,True,False
94,2010,1,0,0,3,5,0.9919678714859438,0.5757575757575758,0.25,0.0825709117771851,0.8277112153547086,123.384,False,False,True
95,2010,1,0,0,4,5,0.43373493975903615,0.13131313131313133,0.4583333333333333,0.7424100014613183,0.7780384750878199,123.283,True,False,False
96,2010,1,0,0,5,5,0.20080321285140562,0.29292929292929293,0.25,0.16610843644620504,0.22492280916016097,123.706,True,False,False
97,2010,1,0,0,6,5,0.2570281124497992,0.6767676767676768,0.8333333333333334,0.528426100186959,0.626130555340877,123.336,False,True,False
98,2010,1,0,0,7,5,0.9116465863453815,0.9090909090909091,0.5,0.1564080450634827,0.6196689604227771,123.955,True,False,False
99,2010,1,0,0,8,5,0.10843373493975904,0.4444444444444444,0.8333333333333334,0.007375974807981455,0.0005116506609622664,124.788,False,False,True
100,2010,2,1,1,0,1,0.03614457831325301,0.32323232323232326,0.9583333333333334,0.9176682365721578,0.9710785184825239,126.947,False,False,True
101,2010,2,1,1,2,1,0.5823293172690763,0.40404040404040403,0.041666666666666664,0.8379215494166449,0.7853081680355027,128.151,True,False,False
102,2010,2,1,1,6,1,0.7269076305220884,0.47474747474747475,0.20833333333333334,0.01800139539823967,0.8141635627734515,129.765,False,True,False
103,2010,2,1,1,20,1,0.004016064257028112,0.2828282828282828,0.5833333333333334,0.7723375081193267,0.17828568057497943,131.051,False,False,True
104,2010,2,1,1,3,1,0.6626506024096386,0.6262626262626263,0.3333333333333333,0.442637303135915,0.18343077538840608,132.133,False,True,False
105,2010,2,1,1,7,1,0.5381526104417671,0.20202020202020202,0.041666666666666664,0.42085603076221817,0.9886183985422236,133.121,True,False,False
106,2010,2,1,1,4,1,0.5943775100401606,0.7878787878787878,0.20833333333333334,0.8797416807401502,0.679342028848938,134.026,False,False,True
107,2010,2,1,1,21,1,0.18072289156626506,0.9191919191919192,0.75,0.29350238713009313,0.5549115852776294,134.951,False,False,True
108,2010,2,1,1,9,1,0.6305220883534136,0.7878787878787878,0.7916666666666666,0.774564353099932,0.8703856107858366,135.678,False,True,False
109,2010,2,1,1,10,1,0.43373493975903615,0.8686868686868687,0.041666666666666664,0.35272400068097487,0.8603354763384747,137.505,False,False,True
110,2010,2,1,1,13,1,0.3172690763052209,0.5252525252525253,0.041666666666666664,0.115911750476181,0.8019320430590977,138.074,True,False,False
111,2010,2,1,1,8,1,0.07630522088353414,0.8888888888888888,0.4166666666666667,0.22195747097363236,0.558269154169078,139.139,True,False,False
112,2010,2,1,1,14,1,0.18072289156626506,0.696969696969697,0.75,0.4637892012197779,0.5540023456473848,140.03,False,False,True
113,2010,2,1,1,22,1,0.21285140562248997,0.9494949494949495,0.5833333333333334,0.4436341131886081,0.1285579394280657,141.24,False,True,False
114,2010,2,1,1,15,1,0.7871485943775101,0.31313131313131315,0.9583333333333334,0.4475486575539516,0.46758826154357264,141.782,False,True,False
115,2010,2,1,1,23,1,0.9397590361445783,0.6060606060606061,0.9583333333333334,0.8292474711643845,0.8384932971550744,143.215,True,False,False
116,2010,2,1,1,17,1,0.7028112449799196,0.36363636363636365,0.75,0.731983887499141,0.7072803893641124,145.471,True,False,False
117,2010,2,1,1,1,1,0.6827309236947792,0.42424242424242425,1.0,0.6058243620521376,0.29204125259088115,146.186,False,False,True
118,2010,2,1,1,18,1,0.13253012048192772,0.1414141414141414,0.7916666666666666,0.4241275904673074,0.36545647865406644,148.496,True,False,False
119,2010,2,1,1,5,1,0.8995983935742972,0.8181818181818182,0.75,0.7788250802046834,0.6740016959700101,156.432,True,False,False
120,2010,2,1,1,0,2,0.11646586345381527,0.5050505050505051,0.875,0.615539985364895,0.3720185980772717,163.696,False,True,False
121,2010,2,1,1,2,2,0.9678714859437751,0.4444444444444444,0.75,0.17068913662246335,0.637450979895732,164.147,True,False,False
122,2010,2,1,1,6,2,0.3654618473895582,0.3939393939393939,0.375,0.6022563745170811,0.8397181155300499,163.762,True,False,False
123,2010,2,1,1,20,2,0.13253012048192772,0.6868686868686869,0.4583333333333333,0.6281277934667089,0.58446715501993,163.646,True,False,False
124,2010,2,1,1,3,2,0.06827309236947791,0.7676767676767676,0.4166666666666667,0.2633132504596603,0.7359500929973106,163.719,False,True,False
125,2010,2,1,1,7,2,0.9718875502008032,0.6161616161616161,0.25,0.1485844102241115,0.42797990899335886,163.718,False,False,True
126,2010,2,1,1,4,2,0.37349397590361444,0.6363636363636364,0.875,0.5834272550621009,0.677125438142558,164.42,True,False,False
127,2010,2,1,1,21,2,0.17269076305220885,0.9494949494949495,0.6666666666666666,0.9849110055921046,0.8043320574237696,164.91,True,False,False
128,2010,2,1,1,9,2,0.020080321285140562,0.5454545454545454,0.0,0.22362281548898888,0.0731736619676774,164.826,False,True,False
129,2010,2,1,1,10,2,0.21285140562248997,0.5151515151515151,0.375,0.19812973079495882,0.49116695836941765,164.468,True,False,False
130,2010,2,1,1,13,2,0.09236947791164658,0.13131313131313133,0.20833333333333334,0.9716317103398939,0.5963351152118279,164.718,True,False,False
131,2010,2,1,1,8,2,0.14056224899598393,0.04040404040404041,0.375,0.4368211857528854,0.1301704611472229,165.069,False,False,True
132,2010,2,1,1,14,2,0.5502008032128514,0.7878787878787878,0.08333333333333333,0.903035035309064,0.690494621071921,165.629,False,False,True
133,2010,2,1,1,22,2,0.5662650602409639,0.9090909090909091,0.7916666666666666,0.8899865123761203,0.9865295975856339,165.133,False,True,False
134,2010,2,1,1,15,2,0.3253012048192771,0.9090909090909091,0.5416666666666666,0.47545859838109544,0.39666590118854633,166.3,False,True,False
135,2010,2,1,1,23,2,0.7831325301204819,0.898989898989899,0.2916666666666667,0.37978763417013794,0.7392758329827034,165.482,False,False,True
136,2010,2,1,1,17,2,0.7951807228915663,0.2222222222222222,0.875,0.2761518931716851,0.33728865760505,164.394,False,True,False
137,2010,2,1,1,1,2,0.7349397590361446,0.797979797979798,0.5416666666666666,0.019960262666647872,0.30263476526133737,165.042,True,False,False
138,2010,2,1,1,18,2,0.6385542168674698,0.45454545454545453,0.3333333333333333,0.4283950999930925,0.4723822229764351,163.667,False,True,False
139,2010,2,1,1,5,2,0.6265060240963856,0.1919191919191919,0.25,0.800002771167468,0.24587422892667116,156.78,False,True,False
140,2010,2,1,1,0,3,0.5180722891566265,0.2222222222222222,0.9583333333333334,0.48984740590527953,0.5345708361440568,156.229,False,False,True
141,2010,2,1,1,2,3,0.40160642570281124,0.09090909090909091,0.5833333333333334,0.8586899006727912,0.5348775715128337,156.413,True,False,False
142,2010,2,1,1,6,3,0.1285140562248996,0.494949494949495,0.875,0.6659955874957368,0.16324382958094322,156.478,True,False,False
143,2010,2,1,1,20,3,0.3092369477911647,0.9595959595959596,0.9166666666666666,0.8923577418002846,0.24666686330427823,155.909,False,False,True
144,2010,2,1,1,3,3,0.6144578313253012,0.98989898989899,0.6666666666666666,0.41739505714706954,0.9235699179289656,155.457,True,False,False
145,2010,2,1,1,7,3,0.8072289156626506,0.5252525252525253,0.75,0.16509244196355566,0.794984327813568,155.482,False,True,False
146,2010,2,1,1,4,3,0.5823293172690763,0.5252525252525253,0.8333333333333334,0.5722515489317981,0.902554794852003,154.842,False,False,True
147,2010,2,1,1,21,3,0.5903614457831325,0.35353535353535354,0.9583333333333334,0.8181512793555077,0.481774638106722,154.168,True,False,False
148,2010,2,1,1,9,3,0.3895582329317269,0.6464646464646465,0.041666666666666664,0.03863351565420841,0.8396295070558694,155.221,True,False,False
149,2010,2,1,1,10,3,0.8955823293172691,0.9494949494949495,0.08333333333333333,0.8868325256034448,0.9596801696456032,156.161,False,False,True
150,2010,2,1,1,13,3,0.678714859437751,0.6161616161616161,0.25,0.5592270903612006,0.452562605903352,156.205,True,False,False
151,2010,2,1,1,8,3,0.7630522088353414,0.2727272727272727,0.5,0.36726089150974883,0.11442232986846412,156.036,True,False,False
152,2010,2,1,1,14,3,0.8875502008032129,0.2222222222222222,0.0,0.09104585485543683,0.26302922374817006,155.081,False,False,True
153,2010,2,1,1,22,3,0.6184738955823293,0.32323232323232326,0.75,0.5454794148215107,0.02378907190953821,156.198,True,False,False
154,2010,2,1,1,15,3,0.5582329317269076,0.0,0.7083333333333334,0.3601478646400098,0.2830311014584191,155.186,False,True,False
155,2010,2,1,1,23,3,0.9678714859437751,0.06060606060606061,0.375,0.5509698326817186,0.049297218716000436,154.945,True,False,False
156,2010,2,1,1,17,3,0.12048192771084337,0.5050505050505051,0.7083333333333334,0.16894047629105008,0.019635601023919844,154.812,False,True,False
157,2010,2,1,1,1,3,0.09236947791164658,0.7474747474747475,0.8333333333333334,0.25451227546547256,0.18069519724534763,154.665,False,False,True
158,2010,2,1,1,18,3,0.9598393574297188,0.20202020202020202,0.5416666666666666,0.17202280377497814,0.7223812208448334,154.578,True,False,False
159,2010,2,1,1,5,3,0.3895582329317269,0.9292929292929293,0.6666666666666666,0.4832206155220287,0.6788777015115569,154.475,True,False,False
160,2010,2,1,1,0,4,0.13253012048192772,0.8484848484848485,0.3333333333333333,0.715675448612643,0.6140131930295403,150.999,False,False,True
161,2010,2,1,1,2,4,0.01606425702811245,0.8080808080808081,0.4166666666666667,0.18948992278747115,0.9444066745352367,150.058,False,False,True
162,2010,2,1,1,6,4,0.08433734939759036,0.12121212121212122,0.4583333333333333,0.639625552975931,0.9922872912231011,150.204,True,False,False
163,2010,2,1,1,20,4,0.3172690763052209,0.45454545454545453,0.7916666666666666,0.408372022626147,0.15701903868292363,149.677,True,False,False
164,2010,2,1,1,3,4,0.19678714859437751,0.696969696969697,0.625,0.4369482272347124,0.769718371332943,150.108,True,False,False
165,2010,2,1,1,7,4,0.8835341365461847,0.46464646464646464,0.0,0.8970289333486784,0.38919593444826683,150.053,False,True,False
166,2010,2,1,1,4,4,0.9156626506024096,0.5656565656565656,1.0,0.25517648520901476,0.014593189416123665,149.373,False,False,True
167,2010,2,1,1,21,4,0.8594377510040161,0.47474747474747475,1.0,0.699869337394635,0.3080387842855228,149.916,True,False,False
168,2010,2,1,1,9,4,0.0963855421686747,0.9696969696969697,0.9583333333333334,0.06024910561654016,0.28100875722582286,148.946,False,True,False
169,2010,2,1,1,10,4,0.2971887550200803,0.35353535353535354,0.625,0.691255540293904,0.8876464787141614,147.148,True,False,False
170,2010,2,1,1,13,4,0.8674698795180723,0.31313131313131315,0.08333333333333333,0.0344576379914822,0.6461455257934808,146.741,False,False,True
171,2010,2,1,1,8,4,0.39759036144578314,0.7575757575757576,0.9583333333333334,0.2264607627030797,0.7906773372590766,146.618,True,False,False
172,2010,2,1,1,14,4,0.3453815261044177,0.6767676767676768,0.9166666666666666,0.8318810817300194,0.8025223360313833,147.403,False,True,False
173,2010,2,1,1,15,4,0.08835341365461848,0.5454545454545454,0.9166666666666666,0.19603638965448114,0.10257138316931272,146.273,False,False,True
174,2010,2,1,1,22,4,0.0642570281124498,0.2222222222222222,0.375,0.3719526181883679,0.9880952420265263,147.276,False,True,False
175,2010,2,1,1,23,4,0.18875502008032127,0.23232323232323232,0.7916666666666666,0.11667096997158806,0.04711003001868331,146.897,False,False,True
176,2010,2,1,1,17,4,0.6867469879518072,0.10101010101010101,0.625,0.8259734332775016,0.7727433241230812,145.894,True,False,False
177,2010,2,1,1,1,4,0.8072289156626506,0.7171717171717171,0.9166666666666666,0.47608517804955675,0.5493850007029712,144.931,False,False,True
178,2010,2,1,1,18,4,0.5381526104417671,0.5252525252525253,0.8333333333333334,0.3354754585050272,0.5538328729727177,145.045,False,True,False
179,2010,2,1,1,5,4,0.7469879518072289,0.010101010101010102,0.6666666666666666,0.8031168522206107,0.42533679324301715,144.142,True,False,False
180,2010,2,1,1,0,5,0.024096385542168676,0.2828282828282828,0.7083333333333334,0.4470177023586367,0.17566433277947768,104.978,False,True,False
181,2010,2,1,1,2,5,0.30120481927710846,0.37373737373737376,0.2916666666666667,0.6453463436715954,0.2714384280940202,105.264,False,True,False
182,2010,2,1,1,6,5,0.7068273092369478,0.3434343434343434,0.3333333333333333,0.024927266755104142,0.06834029571173279,104.727,False,True,False
183,2010,2,1,1,20,5,0.11244979919678715,0.9595959595959596,0.5416666666666666,0.0651750029347601,0.19526102679264076,105.364,False,False,True
184,2010,2,1,1,3,5,0.20481927710843373,0.5151515151515151,0.375,0.318109084933127,0.5829684425588875,105.012,False,False,True
185,2010,2,1,1,7,5,0.285140562248996,0.9292929292929293,0.08333333333333333,0.6930066083737355,0.9612880524540857,104.523,True,False,False
186,2010,2,1,1,4,5,0.6305220883534136,0.6565656565656566,0.20833333333333334,0.14876660535016506,0.43478087601150167,104.672,False,True,False
187,2010,2,1,1,21,5,0.6184738955823293,0.7575757575757576,0.3333333333333333,0.5593830117301095,0.8877065701877129,104.336,False,False,True
188,2010,2,1,1,9,5,0.9558232931726908,0.8686868686868687,0.375,0.31552532444722653,0.15656237311317867,104.743,True,False,False
189,2010,2,1,1,10,5,0.30522088353413657,0.7070707070707071,0.6666666666666666,0.29947067441521064,0.8088158293727753,104.547,False,False,True
190,2010,2,1,1,13,5,0.15261044176706828,0.9595959595959596,0.5833333333333334,0.033217623503907376,0.11191199246039973,105.205,False,False,True
191,2010,2,1,1,8,5,0.012048192771084338,0.3939393939393939,0.7083333333333334,0.9150140997801373,0.18569983338288856,104.986,True,False,False
192,2010,2,1,1,14,5,0.24899598393574296,0.04040404040404041,0.3333333333333333,0.5523546647890866,0.06172737032209782,105.153,False,False,True
193,2010,2,1,1,15,5,0.22088353413654618,0.23232323232323232,0.5416666666666666,0.2533136159256529,0.25993264159684937,106.713,True,False,False
194,2010,2,1,1,1,5,0.5502008032128514,0.5656565656565656,0.2916666666666667,0.8826176671804722,0.1526393519029598,106.726,False,True,False
195,2010,2,1,1,17,5,0.020080321285140562,0.9393939393939394,0.25,0.3683823708352366,0.5478660296254043,108.29,True,False,False
196,2010,2,1,1,5,5,0.42971887550200805,0.13131313131313133,0.5416666666666666,0.30015810073215343,0.5468611749831825,107.257,False,True,False
197,2010,2,1,1,18,5,0.14457831325301204,0.2828282828282828,0.2916666666666667,0.5993464032994187,0.3946731803937861,111.668,False,True,False
198,2010,2,1,1,23,5,0.8433734939759037,0.46464646464646464,0.2916666666666667,0.7754801859787325,0.675569741403085,115.708,False,False,True
199,2010,2,1,1,0,6,0.5823293172690763,0.1919191919191919,0.7916666666666666,0.17346526128253617,0.820760607222081,103.25,False,False,True
200,2010,3,2,2,0,1,0.7710843373493976,0.696969696969697,0.8333333333333334,0.38705398486229603,0.8181813385369824,106.801,True,False,False
201,2010,3,2,2,6,1,0.3453815261044177,0.6262626262626263,0.25,0.9174649963511559,0.33728037046408404,107.748,False,False,True
202,2010,3,2,2,3,1,0.7751004016064257,0.2828282828282828,0.5416666666666666,0.5551490757000995,0.9708181634669448,109.161,False,True,False
203,2010,3,2,2,20,1,0.7911646586345381,0.6060606060606061,0.7083333333333334,0.43369191435282617,0.9832241867548516,109.972,True,False,False
